property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score,development_score,score_breakdown,suggested_use,investment_tier,latitude,longitude,dist_downtown_miles,dist_santa_monica_miles,dist_hollywood_miles,dist_lax_miles,dist_ucla_miles,dist_usc_miles,nearest_metro_station,nearest_metro_distance,nearest_metro_lines,freeway_distance_miles,walkability_score,location_premium_bonus,transit_accessibility_bonus,highway_access_bonus,total_geographic_bonus,enhanced_development_score,enhanced_investment_tier,enhanced_suggested_use
37,4306-027-008,129B165 796,9528 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7079.1,6375.0,2018.0,1.0,0101 - Residential - Single Family Residence - Pool,2228536.0,1399865.0,3628401.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027008],,87.5,30.77,"{""zoning_score"": 40.0, ""lot_size_score"": 70.26366666666667, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33898,5.47,9.02,3.45,8.54,6.2,3.71,Koreatown/Wilshire,1.85,Purple,2.53,55,0.0,2.0,0.0,2.0,32.77,D,Hold/Income Property
38,4306-027-009,129B165 798,9532 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6599.0,3225.0,1948.0,1.0,0100 - Residential - Single Family Residence,241442.0,396081.0,637523.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027009],,87.5,30.7,"{""zoning_score"": 40.0, ""lot_size_score"": 67.995, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33902,5.47,9.02,3.45,8.54,6.2,3.71,Koreatown/Wilshire,1.85,Purple,2.53,55,0.0,2.0,0.0,2.0,32.7,D,Hold/Income Property
39,4306-027-010,129B165 799,9538 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.7,3346.0,2014.0,1.0,0100 - Residential - Single Family Residence,1129695.0,990940.0,2120635.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027010],,87.5,30.2,"{""zoning_score"": 40.0, ""lot_size_score"": 67.9935, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33908000000001,5.47,9.02,3.45,8.54,6.2,3.72,Koreatown/Wilshire,1.85,Purple,2.54,55,0.0,2.0,0.0,2.0,32.2,D,Hold/Income Property
40,4306-027-011,129B165 801,9544 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.6,1842.0,1949.0,1.0,0100 - Residential - Single Family Residence,438263.0,119808.0,558071.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027011],,87.5,31.7,"{""zoning_score"": 40.0, ""lot_size_score"": 67.993, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33914,5.48,9.01,3.45,8.53,6.19,3.72,Koreatown/Wilshire,1.85,Purple,2.54,55,0.0,2.0,0.0,2.0,33.7,D,SB9 Lot Split Opportunity
41,4306-027-012,129B165 802,9550 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.4,1898.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,889229.0,464798.0,1354027.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027012],,87.5,30.7,"{""zoning_score"": 40.0, ""lot_size_score"": 67.992, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.3392,5.48,9.01,3.45,8.53,6.19,3.72,Koreatown/Wilshire,1.86,Purple,2.54,55,0.0,2.0,0.0,2.0,32.7,D,SB9 Lot Split Opportunity
42,4306-027-013,129B165 849,9551 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,4111.0,2012.0,1.0,0100 - Residential - Single Family Residence,1762163.0,985138.0,2747301.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027013],,87.5,30.2,"{""zoning_score"": 40.0, ""lot_size_score"": 68.0005, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33921000000001,5.48,9.01,3.45,8.53,6.19,3.72,Koreatown/Wilshire,1.86,Purple,2.54,55,0.0,2.0,0.0,2.0,32.2,D,Hold/Income Property
43,4306-027-014,129B165 847,9545 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,3458.0,1948.0,1.0,0100 - Residential - Single Family Residence,428894.0,354459.0,783353.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027014],,87.5,30.2,"{""zoning_score"": 40.0, ""lot_size_score"": 68.0005, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33915,5.48,9.01,3.45,8.53,6.19,3.72,Koreatown/Wilshire,1.85,Purple,2.54,55,0.0,2.0,0.0,2.0,32.2,D,Hold/Income Property
44,4306-027-015,129B165 845,9539 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,2057.0,1948.0,1.0,0100 - Residential - Single Family Residence,259527.0,165613.0,425140.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027015],,87.5,30.7,"{""zoning_score"": 40.0, ""lot_size_score"": 68.0005, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33909,5.47,9.02,3.45,8.54,6.19,3.72,Koreatown/Wilshire,1.85,Purple,2.54,55,0.0,2.0,0.0,2.0,32.7,D,Hold/Income Property
45,4306-027-016,129B165 844,9533 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,2321.0,1948.0,1.0,0100 - Residential - Single Family Residence,1258876.0,344181.0,1603057.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027016],,87.5,31.7,"{""zoning_score"": 40.0, ""lot_size_score"": 68.0005, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33903000000001,5.47,9.02,3.45,8.54,6.2,3.71,Koreatown/Wilshire,1.85,Purple,2.53,55,0.0,2.0,0.0,2.0,33.7,D,SB9 Lot Split Opportunity
46,4306-027-017,129B165 842,9527 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7080.1,4646.0,1949.0,1.0,0100 - Residential - Single Family Residence,591633.0,1232027.0,1823660.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027017],,87.5,30.77,"{""zoning_score"": 40.0, ""lot_size_score"": 70.267, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33897,5.47,9.02,3.45,8.54,6.2,3.71,Koreatown/Wilshire,1.84,Purple,2.53,55,0.0,2.0,0.0,2.0,32.77,D,Hold/Income Property
47,4306-027-018,129B165 840,9521 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7080.1,5400.0,2014.0,1.0,0101 - Residential - Single Family Residence - Pool,2917680.0,1201846.0,4119526.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027018],,87.5,31.77,"{""zoning_score"": 40.0, ""lot_size_score"": 70.267, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33891,5.46,9.03,3.45,8.54,6.2,3.71,Koreatown/Wilshire,1.84,Purple,2.53,55,0.0,2.0,0.0,2.0,33.77,D,SB9 Lot Split Opportunity
48,4306-027-019,129B165 839,9515 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7080.1,4288.0,2016.0,1.0,0103 - Residential - Single Family Residence - Pool and Misc.,2113989.0,936590.0,3050579.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027019],,87.5,30.77,"{""zoning_score"": 40.0, ""lot_size_score"": 70.267, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33885000000001,5.46,9.03,3.45,8.54,6.21,3.71,Koreatown/Wilshire,1.84,Purple,2.52,55,0.0,2.0,0.0,2.0,32.77,D,SB9 Lot Split Opportunity
49,4306-027-020,129B165 836,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,600.0,2526.0,1948.0,1.0,0100 - Residential - Single Family Residence,1396574.0,955087.0,2351661.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027020],,81.2,19.2,"{""zoning_score"": 40.0, ""lot_size_score"": 24.0, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,19.2,D,Hold/Income Property
50,4306-027-021,129B165 805,9600 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6358.2,3951.0,2016.0,1.0,0101 - Residential - Single Family Residence - Pool,2470950.0,2021640.0,4492590.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027021],,87.5,29.9,"{""zoning_score"": 40.0, ""lot_size_score"": 66.791, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33970000000001,5.51,8.98,3.45,8.52,6.16,3.75,Koreatown/Wilshire,1.88,Purple,2.57,55,0.0,2.0,0.0,2.0,31.9,D,Hold/Income Property
51,4306-027-022,129B165 808,9606 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,,,,1.0,0101 - Residential - Single Family Residence - Pool,1713600.0,1542465.0,3256065.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027022],,78.1,18.2,"{""zoning_score"": 40.0, ""lot_size_score"": 20.0, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33976,5.51,8.98,3.45,8.52,6.16,3.75,Koreatown/Wilshire,1.89,Purple,2.57,55,0.0,2.0,0.0,2.0,20.2,D,Hold/Income Property
52,4306-027-023,129B165 812,9610 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6613.8,4171.0,2015.0,1.0,0101 - Residential - Single Family Residence - Pool,1758301.0,2582232.0,4340533.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027023],,87.5,30.22,"{""zoning_score"": 40.0, ""lot_size_score"": 68.069, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33980000000001,5.51,8.98,3.45,8.52,6.15,3.75,Koreatown/Wilshire,1.89,Purple,2.57,55,0.0,2.0,0.0,2.0,32.22,D,Hold/Income Property
53,4306-027-024,129B165 813,9616 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6636.3,2210.0,1948.0,1.0,0100 - Residential - Single Family Residence,1007847.0,1246000.0,2253847.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027024],,87.5,30.75,"{""zoning_score"": 40.0, ""lot_size_score"": 68.1815, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33986,5.52,8.97,3.45,8.52,6.15,3.75,Koreatown/Wilshire,1.89,Purple,2.58,55,0.0,2.0,0.0,2.0,32.75,D,Hold/Income Property
54,4306-027-025,129B165 811,9620 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6499.9,4410.0,2011.0,1.0,0100 - Residential - Single Family Residence,1033650.0,1909200.0,2942850.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027025],,87.5,30.07,"{""zoning_score"": 40.0, ""lot_size_score"": 67.4995, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.3399,5.52,8.97,3.45,8.51,6.15,3.76,Koreatown/Wilshire,1.89,Purple,2.58,55,0.0,2.0,0.0,2.0,32.07,D,Hold/Income Property
55,4306-027-026,129B165 809,9626 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6239.7,3938.0,2017.0,1.0,0101 - Residential - Single Family Residence - Pool,1933479.0,2066979.0,4000458.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027026],,87.5,29.75,"{""zoning_score"": 40.0, ""lot_size_score"": 66.1985, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33996,5.52,8.97,3.45,8.51,6.15,3.76,Koreatown/Wilshire,1.9,Purple,2.58,55,0.0,2.0,0.0,2.0,31.75,D,Hold/Income Property
56,4306-027-027,129B165 807,9632 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6240.4,3900.0,2014.0,1.0,0101 - Residential - Single Family Residence - Pool,2241789.0,637442.0,2879231.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027027],,90.6,33.75,"{""zoning_score"": 40.0, ""lot_size_score"": 66.202, ""transit_bonus"": 15.0, ""financial_score"": 10.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.34002000000001,5.53,8.96,3.45,8.51,6.14,3.76,Koreatown/Wilshire,1.9,Purple,2.58,55,0.0,2.0,0.0,2.0,35.75,D,SB9 Lot Split Opportunity
57,4306-027-028,129B165 804,9636 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6735.9,1937.0,1949.0,1.0,0100 - Residential - Single Family Residence,69472.0,42427.0,111899.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027028],,90.6,33.87,"{""zoning_score"": 40.0, ""lot_size_score"": 68.67949999999999, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.34006000000001,5.53,8.96,3.45,8.51,6.14,3.76,Koreatown/Wilshire,1.9,Purple,2.59,55,0.0,2.0,0.0,2.0,35.87,D,Hold/Income Property
58,4306-027-029,129B165 851,9641 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7972.3,2812.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,187410.0,216234.0,403644.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027029],,87.5,32.01,"{""zoning_score"": 40.0, ""lot_size_score"": 73.241, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.34011000000001,5.53,8.96,3.45,8.51,6.14,3.77,Koreatown/Wilshire,1.91,Purple,2.59,55,0.0,2.0,0.0,2.0,34.01,D,Hold/Income Property
59,4306-027-030,129B165 854,9635 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7011.1,3556.0,1950.0,1.0,0100 - Residential - Single Family Residence,621553.0,415854.0,1037407.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027030],,87.5,30.71,"{""zoning_score"": 40.0, ""lot_size_score"": 70.037, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.34005,5.53,8.96,3.45,8.51,6.14,3.76,Koreatown/Wilshire,1.9,Purple,2.59,55,0.0,2.0,0.0,2.0,32.71,D,Hold/Income Property
60,4306-027-031,129B165 856,9629 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7011.1,2155.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,505312.0,189840.0,695152.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027031],,87.5,32.21,"{""zoning_score"": 40.0, ""lot_size_score"": 70.037, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33999,5.52,8.97,3.45,8.51,6.14,3.76,Koreatown/Wilshire,1.9,Purple,2.58,55,0.0,2.0,0.0,2.0,34.21,D,SB9 Lot Split Opportunity
61,4306-027-032,129B165 857,9623 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6799.5,2291.0,1947.0,1.0,0101 - Residential - Single Family Residence - Pool,1001339.0,465358.0,1466697.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,Yes [APN: 4306027032],,87.5,30.95,"{""zoning_score"": 40.0, ""lot_size_score"": 68.9975, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33993000000001,5.52,8.97,3.45,8.51,6.15,3.76,Koreatown/Wilshire,1.9,Purple,2.58,55,0.0,2.0,0.0,2.0,32.95,D,SB9 Lot Split Opportunity
62,4306-027-033,129B165 859,9615 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6625.1,1615.0,1951.0,1.0,0100 - Residential - Single Family Residence,1680000.0,574162.0,2254162.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027033],,87.5,31.73,"{""zoning_score"": 40.0, ""lot_size_score"": 68.1255, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33985,5.52,8.97,3.45,8.52,6.15,3.75,Koreatown/Wilshire,1.89,Purple,2.58,55,0.0,2.0,0.0,2.0,33.73,D,SB9 Lot Split Opportunity
63,4306-027-034,129B165 858,9611 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6689.4,2215.0,1948.0,1.0,0100 - Residential - Single Family Residence,1532289.0,691807.0,2224096.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027034],,87.5,30.81,"{""zoning_score"": 40.0, ""lot_size_score"": 68.447, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33981,5.51,8.98,3.45,8.52,6.15,3.75,Koreatown/Wilshire,1.89,Purple,2.57,55,0.0,2.0,0.0,2.0,32.81,D,SB9 Lot Split Opportunity
64,4306-027-035,129B165 855,9607 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6546.7,6125.0,2023.0,1.0,0103 - Residential - Single Family Residence - Pool and Misc.,67672.0,1258884.0,1326556.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027035],,87.5,30.13,"{""zoning_score"": 40.0, ""lot_size_score"": 67.73349999999999, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33977,5.51,8.98,3.45,8.52,6.16,3.75,Koreatown/Wilshire,1.89,Purple,2.57,55,0.0,2.0,0.0,2.0,32.13,D,Hold/Income Property
65,4306-027-036,129B165 853,9601 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6360.1,2114.0,1949.0,1.0,0100 - Residential - Single Family Residence,463444.0,217907.0,681351.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027036],,87.5,30.4,"{""zoning_score"": 40.0, ""lot_size_score"": 66.8005, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33971000000001,5.51,8.98,3.45,8.52,6.16,3.75,Koreatown/Wilshire,1.88,Purple,2.57,55,0.0,2.0,0.0,2.0,32.4,D,SB9 Lot Split Opportunity
66,4306-027-037,129B165 850,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1144.4,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027037],Yes,75.0,21.11,"{""zoning_score"": 40.0, ""lot_size_score"": 27.629333333333335, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 8.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,21.11,D,Teardown/Rebuild Opportunity
67,4306-027-038,129B165 806,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1129.8,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027038],Yes,78.1,24.08,"{""zoning_score"": 40.0, ""lot_size_score"": 27.532, ""transit_bonus"": 15.0, ""financial_score"": 10.0, ""risk_penalty"": 8.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,24.08,D,Teardown/Rebuild Opportunity
68,4306-028-001,129B165 878,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,3614.0,5124.0,1948.0,1.0,0100 - Residential - Single Family Residence,1800852.0,1598563.0,3399415.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028001],,81.2,25.04,"{""zoning_score"": 40.0, ""lot_size_score"": 46.14, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,25.04,D,Hold/Income Property
